address,owner,phone,damage_prob,storm_tag,intensity,strike_date,dispatch_status
"230 E 91st St, Tulsa, OK 74137",Homeowner,+140555539947,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"231 E 91st St, Tulsa, OK 74137",Homeowner,+140555539948,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"232 E 91st St, Tulsa, OK 74137",Homeowner,+140555539949,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"233 E 91st St, Tulsa, OK 74137",Homeowner,+140555539950,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"234 E 91st St, Tulsa, OK 74137",Homeowner,+140555539951,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"235 E 91st St, Tulsa, OK 74137",Homeowner,+140555539952,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"236 E 91st St, Tulsa, OK 74137",Homeowner,+140555539953,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"237 E 91st St, Tulsa, OK 74137",Homeowner,+140555539954,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"238 E 91st St, Tulsa, OK 74137",Homeowner,+140555539955,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"239 E 91st St, Tulsa, OK 74137",Homeowner,+140555539956,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"240 E 91st St, Tulsa, OK 74137",Homeowner,+140555539957,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"241 E 91st St, Tulsa, OK 74137",Homeowner,+140555539958,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"242 E 91st St, Tulsa, OK 74137",Homeowner,+140555539959,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"243 E 91st St, Tulsa, OK 74137",Homeowner,+140555539960,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"244 E 91st St, Tulsa, OK 74137",Homeowner,+140555539961,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"245 E 91st St, Tulsa, OK 74137",Homeowner,+140555539962,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"246 E 91st St, Tulsa, OK 74137",Homeowner,+140555539963,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"247 E 91st St, Tulsa, OK 74137",Homeowner,+140555539964,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"248 E 91st St, Tulsa, OK 74137",Homeowner,+140555539965,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"249 E 91st St, Tulsa, OK 74137",Homeowner,+140555539966,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"250 E 91st St, Tulsa, OK 74137",Homeowner,+140555539967,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"251 E 91st St, Tulsa, OK 74137",Homeowner,+140555539968,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"252 E 91st St, Tulsa, OK 74137",Homeowner,+140555539969,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"253 E 91st St, Tulsa, OK 74137",Homeowner,+140555539970,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"254 E 91st St, Tulsa, OK 74137",Homeowner,+140555539971,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"255 E 91st St, Tulsa, OK 74137",Homeowner,+140555539972,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"256 E 91st St, Tulsa, OK 74137",Homeowner,+140555539973,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"257 E 91st St, Tulsa, OK 74137",Homeowner,+140555539974,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"258 E 91st St, Tulsa, OK 74137",Homeowner,+140555539975,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"259 E 91st St, Tulsa, OK 74137",Homeowner,+140555539976,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"260 E 91st St, Tulsa, OK 74137",Homeowner,+140555539977,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"261 E 91st St, Tulsa, OK 74137",Homeowner,+140555539978,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"262 E 91st St, Tulsa, OK 74137",Homeowner,+140555539979,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"263 E 91st St, Tulsa, OK 74137",Homeowner,+140555539980,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"264 E 91st St, Tulsa, OK 74137",Homeowner,+140555539981,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"265 E 91st St, Tulsa, OK 74137",Homeowner,+140555539982,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"266 E 91st St, Tulsa, OK 74137",Homeowner,+140555539983,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"267 E 91st St, Tulsa, OK 74137",Homeowner,+140555539984,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"268 E 91st St, Tulsa, OK 74137",Homeowner,+140555539985,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"269 E 91st St, Tulsa, OK 74137",Homeowner,+140555539986,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"270 E 91st St, Tulsa, OK 74137",Homeowner,+140555539987,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"271 E 91st St, Tulsa, OK 74137",Homeowner,+140555539988,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"272 E 91st St, Tulsa, OK 74137",Homeowner,+140555539989,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"273 E 91st St, Tulsa, OK 74137",Homeowner,+140555539990,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"274 E 91st St, Tulsa, OK 74137",Homeowner,+140555539991,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"275 E 91st St, Tulsa, OK 74137",Homeowner,+140555539992,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"276 E 91st St, Tulsa, OK 74137",Homeowner,+140555539993,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"277 E 91st St, Tulsa, OK 74137",Homeowner,+140555539994,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"278 E 91st St, Tulsa, OK 74137",Homeowner,+140555539995,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"279 E 91st St, Tulsa, OK 74137",Homeowner,+140555539996,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"280 E 91st St, Tulsa, OK 74137",Homeowner,+140555539997,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"281 E 91st St, Tulsa, OK 74137",Homeowner,+140555539998,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"282 E 91st St, Tulsa, OK 74137",Homeowner,+140555539999,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"283 E 91st St, Tulsa, OK 74137",Homeowner,+140555540000,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"284 E 91st St, Tulsa, OK 74137",Homeowner,+140555540001,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"285 E 91st St, Tulsa, OK 74137",Homeowner,+140555540002,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"286 E 91st St, Tulsa, OK 74137",Homeowner,+140555540003,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"287 E 91st St, Tulsa, OK 74137",Homeowner,+140555540004,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"288 E 91st St, Tulsa, OK 74137",Homeowner,+140555540005,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"289 E 91st St, Tulsa, OK 74137",Homeowner,+140555540006,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"290 E 91st St, Tulsa, OK 74137",Homeowner,+140555540007,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"291 E 91st St, Tulsa, OK 74137",Homeowner,+140555540008,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"292 E 91st St, Tulsa, OK 74137",Homeowner,+140555540009,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"293 E 91st St, Tulsa, OK 74137",Homeowner,+140555540010,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"294 E 91st St, Tulsa, OK 74137",Homeowner,+140555540011,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"295 E 91st St, Tulsa, OK 74137",Homeowner,+140555540012,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"296 E 91st St, Tulsa, OK 74137",Homeowner,+140555540013,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"297 E 91st St, Tulsa, OK 74137",Homeowner,+140555540014,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"298 E 91st St, Tulsa, OK 74137",Homeowner,+140555540015,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"299 E 91st St, Tulsa, OK 74137",Homeowner,+140555540016,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"300 E 91st St, Tulsa, OK 74137",Homeowner,+140555540017,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"100 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540018,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"101 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540019,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"102 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540020,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"103 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540021,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"104 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540022,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"105 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540023,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"106 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540024,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"107 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540025,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"108 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540026,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"109 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540027,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"110 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540028,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"111 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540029,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"112 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540030,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"113 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540031,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"114 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540032,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"115 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540033,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"116 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540034,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"117 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540035,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"118 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540036,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"119 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540037,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"120 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540038,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"121 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540039,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"122 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540040,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"123 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540041,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"124 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540042,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"125 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540043,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"126 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540044,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"127 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540045,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"128 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540046,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"129 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540047,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"130 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540048,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"131 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540049,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"132 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540050,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"133 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540051,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"134 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540052,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"135 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540053,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"136 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540054,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"137 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540055,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"138 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540056,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"139 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540057,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"140 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540058,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"141 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540059,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"142 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540060,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"143 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540061,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"144 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540062,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"145 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540063,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"146 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540064,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"147 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540065,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"148 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540066,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"149 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540067,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"150 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540068,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"151 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540069,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"152 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540070,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"153 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540071,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"154 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540072,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"155 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540073,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"156 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540074,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"157 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540075,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"158 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540076,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"159 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540077,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"160 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540078,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"161 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540079,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"162 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540080,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"163 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540081,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"164 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540082,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"165 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540083,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"166 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540084,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"167 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540085,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"168 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540086,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"169 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540087,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"170 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540088,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"171 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540089,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"172 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540090,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"173 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540091,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"174 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540092,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"175 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540093,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"176 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540094,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"177 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540095,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"178 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540096,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"179 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540097,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"180 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540098,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"181 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540099,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"182 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540100,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"183 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540101,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"184 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540102,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"185 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540103,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"186 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540104,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"187 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540105,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"188 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540106,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"189 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540107,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"190 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540108,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"191 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540109,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"192 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540110,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"193 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540111,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"194 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540112,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"195 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540113,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"196 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540114,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"197 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540115,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"198 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540116,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"199 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540117,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"200 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540118,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"201 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540119,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"202 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540120,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"203 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540121,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"204 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540122,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"205 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540123,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"206 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540124,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"207 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540125,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
"208 S Sheridan Rd, Tulsa, OK 74137",Homeowner,+140555540126,6250.0%,ISOLATED,Hail,2026-04-23,QUEUED_FOR_BLAND_AI
